location,size,total_sqft,bath,price,price_per_sqft
Sarjapur  Road,1,675.0,1.0,27.0,0.04
Doctor Layout Rayasandra,2,2260.0,3.0,90.0,0.03982300884955752
Anwar Layout,1,720.0,1.0,32.39,0.04498611111111111
Yelahanka New Town,2,1100.0,2.0,58.0,0.05272727272727273
Pillanna Gardens,2,550.0,1.0,20.0,0.03636363636363636
Uttarahalli,3,1330.0,2.0,58.0,0.04360902255639098
Banashankari,3,1770.0,3.0,108.0,0.061016949152542375
Prithvi Layout,3,2100.0,3.0,125.0,0.05952380952380952
Pai Layout,2,1000.0,2.0,42.0,0.042
Kanakpura Road,3,1419.59,2.0,65.0,0.045787868328179264
Kodihalli,3,1400.0,3.0,81.0,0.05785714285714286
Horamavu Agara,2,750.0,2.0,37.49,0.04998666666666667
Bannerghatta,2,1070.0,2.0,87.0,0.08130841121495327
Kannamangala,3,1536.0,3.0,107.0,0.06966145833333333
Sarjapur  Road,3,1773.5,2.0,102.92,0.05803213983648153
Electronic City,2,1342.0,2.0,72.0,0.05365126676602087
Chandra Layout,3,1600.0,3.0,130.0,0.08125
Kanakapura,1,938.0,1.0,50.0,0.053304904051172705
Budigere,3,1820.0,3.0,99.0,0.0543956043956044
Bhoganhalli,4,2439.0,4.0,170.0,0.06970069700697007
Kanakpura Road,3,1665.0,3.0,78.0,0.04684684684684685
Basavangudi,3,1850.0,3.0,150.0,0.08108108108108109
Bommanahalli,2,1091.0,2.0,40.0,0.03666361136571952
JP Nagar,2,1060.0,2.0,33.95,0.032028301886792454
Whitefield,2,1059.0,2.0,57.0,0.053824362606232294
Hebbal,2,1299.0,2.0,97.0,0.07467282525019246
Yelahanka,3,1491.0,3.0,85.0,0.05700871898054997
Basaveshwara Nagar,2,1200.0,2.0,85.0,0.07083333333333333
Hulimavu,1,581.0,1.0,29.0,0.04991394148020654
 Devarabeesana Halli,2,1296.0,2.0,70.0,0.05401234567901234
Doctors Layout,2,1125.0,2.0,55.0,0.04888888888888889
Electronic City,3,1275.0,3.0,70.0,0.054901960784313725
Kothanur,2,1095.0,2.0,55.0,0.0502283105022831
Old Madras Road,2,1330.0,2.0,74.0,0.055639097744360905
Marathahalli,2,1135.0,2.0,60.0,0.05286343612334802
Whitefield,1,516.0,1.0,39.0,0.0755813953488372
Doddanakundi Industrial Area 2,2,1194.0,2.0,51.0,0.04271356783919598
Electronic City,2,770.0,1.0,38.0,0.04935064935064935
Chikkalasandra,3,1355.0,3.0,54.2,0.04
Bhoganhalli,3,1707.0,3.0,115.0,0.06736965436438196
Sultan Palaya,2,1070.0,2.0,49.0,0.04579439252336449
Tumkur Road,3,1240.0,2.0,83.0,0.06693548387096775
JP Nagar,2,1300.0,2.0,91.65,0.07050000000000001
Ambalipura,2,1700.0,2.0,76.0,0.04470588235294118
Yeshwanthpur,3,1383.0,2.0,76.18,0.05508315256688359
Hulimavu,2,935.0,2.0,45.0,0.0481283422459893
Thigalarapalya,3,2072.0,4.0,151.0,0.07287644787644787
KR Puram,2,1116.0,2.0,45.0,0.04032258064516129
Whitefield,3,1639.0,3.0,107.0,0.0652837095790116
Marathahalli,3,1839.0,3.0,130.0,0.07069059271343121
Byatarayanapura,2,1300.0,2.0,63.0,0.04846153846153846
Horamavu Agara,1,625.0,1.0,27.0,0.0432
Thanisandra,1,933.0,1.0,61.0,0.06538049303322616
Ramamurthy Nagar,3,2316.0,3.0,125.0,0.05397236614853195
Electronic City,2,1005.0,2.0,39.77,0.03957213930348259
Horamavu Agara,2,1080.0,2.0,38.0,0.03518518518518519
Vishwapriya Layout,2,910.0,2.0,36.0,0.03956043956043956
Hormavu,2,1200.0,2.0,73.0,0.060833333333333336
Electronic City,2,1110.0,2.0,39.9,0.03594594594594595
Kothanur,2,1142.0,2.0,56.0,0.04903677758318739
AECS Layout,2,1005.0,2.0,55.0,0.05472636815920398
3rd Block Banashankari,3,1626.6,3.0,133.0,0.08176564613303824
Kothanur,2,1074.0,2.0,54.0,0.05027932960893855
Basavangudi,2,1230.0,2.0,80.0,0.06504065040650407
Electronic City,2,660.0,1.0,23.0,0.03484848484848485
Coconut Grove Layout,2,1007.0,2.0,48.0,0.047666335650446874
Whitefield,3,1820.0,3.0,113.0,0.06208791208791209
Anjappa Layout,2,1348.0,2.0,100.0,0.07418397626112759
Kasavanhalli,2,1230.0,2.0,66.25,0.05386178861788618
Horamavu Agara,3,1176.0,2.0,37.62,0.03198979591836734
Frazer Town,2,1200.0,2.0,78.0,0.065
"Off Sarjapur Road, ",2,1298.0,2.0,65.0,0.05007704160246533
Kothanur,2,1285.0,2.0,60.0,0.04669260700389105
Electronic City,3,1644.0,3.0,92.59,0.05631995133819952
Kasavanhalli,3,1819.0,3.0,150.0,0.08246289169873557
1st Phase JP Nagar,2,1205.0,2.0,85.0,0.07053941908713693
Raja Rajeshwari Nagar,2,1270.0,2.0,62.0,0.048818897637795275
9th Phase JP Nagar,3,1240.0,2.0,39.89,0.032169354838709675
Jigani,3,1221.0,3.0,70.0,0.05733005733005733
Hoysalanagar,3,840.0,2.0,35.0,0.041666666666666664
Kanakpura Road,2,1339.0,2.0,63.0,0.04705003734129948
Haralur Road,2,1315.0,2.0,85.0,0.06463878326996197
Raja Rajeshwari Nagar,2,1250.0,2.0,68.0,0.0544
Bisuvanahalli,2,850.0,2.0,27.0,0.03176470588235294
7th Phase JP Nagar,3,1600.0,2.0,110.0,0.06875
Electronic City,2,1250.0,2.0,62.0,0.0496
Motappa Layout,3,1312.0,2.0,56.5,0.0430640243902439
Electronic City Phase II,2,1300.0,2.0,28.0,0.021538461538461538
Whitefield,3,1990.0,3.0,98.0,0.04924623115577889
Medahalli,2,760.0,2.0,38.5,0.0506578947368421
Kadugodi,3,1614.0,2.0,59.0,0.036555142503097895
Basava Nagar,3,1182.0,2.0,60.1,0.05084602368866328
Avalahalli,2,1053.0,2.0,46.29,0.04396011396011396
Gubbalala,3,2000.0,3.0,125.0,0.0625
Electronic City Phase II,3,1940.0,4.0,116.0,0.05979381443298969
Hennur Road,3,1590.0,3.0,105.0,0.0660377358490566
Chennammana Kere,2,1035.0,2.0,52.79,0.051004830917874396
Raja Rajeshwari Nagar,3,1260.0,2.0,62.0,0.049206349206349205
Thanisandra,3,1702.0,3.0,107.0,0.06286721504112809
Bisuvanahalli,3,1080.0,2.0,65.0,0.06018518518518518
Kasavanhalli,2,1189.0,2.0,45.0,0.03784693019343986
Tumkur Road,2,1035.0,2.0,39.0,0.03768115942028986
Hennur Road,2,1200.0,2.0,36.0,0.03
Yelahanka,2,1330.0,2.0,93.65,0.07041353383458647
Kaggalipura,3,1210.0,2.0,65.0,0.05371900826446281
Chikkalasandra,3,1350.0,2.0,54.2,0.04014814814814815
Kaval Byrasandra,3,1900.0,2.0,65.0,0.034210526315789476
Ambedkar Nagar,3,1935.0,4.0,125.0,0.06459948320413436
Doddanakundi Industrial Area 2,3,1410.0,3.0,90.0,0.06382978723404255
Narayanapura,2,1469.0,2.0,99.14,0.06748808713410484
Varthur,2,986.0,2.0,30.0,0.030425963488843813
RBI Layout,3,1460.0,2.0,87.0,0.05958904109589041
Chandapura,3,1345.0,2.0,39.5,0.029368029739776952
Panathur,2,980.0,2.0,57.0,0.058163265306122446
Kudlu Gate,2,1164.0,2.0,75.0,0.06443298969072164
Subramanyapura,2,929.0,1.0,51.0,0.05489773950484392
Kundalahalli,2,1065.0,2.0,70.0,0.06572769953051644
Budigere,2,1172.0,2.0,56.725,0.048400170648464164
Electronic City,2,1020.0,2.0,30.27,0.029676470588235294
Yeshwanthpur,1,672.0,1.0,36.85,0.05483630952380952
Brookefield,3,1746.0,3.0,115.0,0.06586483390607102
Ganga Nagar,2,1250.0,2.0,65.0,0.052
Thanisandra,2,1188.0,2.0,39.0,0.03282828282828283
Marathahalli,2,1170.0,2.0,85.0,0.07264957264957266
BEL Road,3,1800.0,3.0,150.0,0.08333333333333333
Madavara,2,1000.0,2.0,35.0,0.035
Kasturi Nagar,4,2507.0,4.0,155.0,0.061826884722776226
Babusapalaya,2,1061.0,2.0,34.0,0.03204524033930255
KR Puram,2,1290.0,2.0,69.0,0.053488372093023255
Sarjapur,2,1200.0,2.0,42.6,0.035500000000000004
Bharathi Nagar,2,1120.0,2.0,39.29,0.03508035714285714
Electronic City,1,418.0,1.0,12.0,0.028708133971291867
Sarjapur,3,1333.0,3.0,50.0,0.037509377344336084
Thanisandra,1,747.0,1.0,34.355,0.045990629183400265
Thanisandra,3,2030.0,4.0,125.0,0.06157635467980296
Balagere,2,1012.0,2.0,70.0,0.0691699604743083
Kudlu,3,1245.0,2.0,60.0,0.04819277108433735
7th Phase JP Nagar,3,1765.0,3.0,118.0,0.06685552407932012
Gottigere,2,1110.0,2.0,36.25,0.03265765765765766
Akash Nagar,2,967.0,2.0,47.8,0.049431230610134436
Sarjapur,2,1044.0,2.0,36.0,0.034482758620689655
Brookefield,3,1518.0,3.0,80.0,0.052700922266139656
KR Puram,3,1300.0,2.0,57.0,0.04384615384615385
Seetharampalya,3,1798.0,3.0,73.0,0.040600667408231365
KR Puram,2,866.28,2.0,36.38,0.04199565960197627
Singasandra,2,1179.0,2.0,56.0,0.04749787955894826
Haralur Road,3,1976.0,3.0,92.0,0.0465587044534413
5th Phase JP Nagar,2,1190.0,2.0,61.8,0.05193277310924369
Jakkur,3,1761.0,3.0,84.52,0.04799545712663259
Cooke Town,3,1700.0,3.0,120.0,0.07058823529411765
Ramamurthy Nagar,4,900.0,4.0,70.0,0.07777777777777778
Electronic City,2,1128.0,2.0,64.8,0.0574468085106383
Electronic City,3,1220.0,2.0,35.25,0.02889344262295082
Shauhardha Layout,1,509.0,1.0,20.0,0.03929273084479371
Ambedkar Nagar,3,1852.0,4.0,122.0,0.06587473002159827
Varthur,2,1045.0,2.0,40.65,0.038899521531100476
Omkar Nagar,4,1800.0,3.0,82.0,0.04555555555555556
Hebbal Kempapura,3,1436.0,2.0,75.0,0.05222841225626741
Chikkadunnasandra,3,1397.0,2.0,52.0,0.03722261989978525
Kothanur,2,1140.0,2.0,56.0,0.04912280701754386
Balagere,1,645.0,1.0,55.0,0.08527131782945736
Bhoopsandra,3,2050.0,3.0,135.0,0.06585365853658537
Sarjapur  Road,2,1335.0,2.0,95.0,0.07116104868913857
Thanisandra,2,1140.0,2.0,59.0,0.05175438596491228
Thanisandra,1,663.0,1.0,46.0,0.0693815987933635
Kanakpura Road,3,1450.0,3.0,60.9,0.041999999999999996
Kodichikkanahalli,3,1400.0,3.0,66.0,0.047142857142857146
Divya Unnathi Layout,2,1339.0,2.0,53.56,0.04
Electronic City,3,1220.0,2.0,35.23,0.028877049180327866
Harohalli,2,1305.0,2.0,52.0,0.03984674329501916
Green Glen Layout,3,1740.0,3.0,80.0,0.04597701149425287
Anekal,2,680.0,1.0,21.0,0.030882352941176472
Bannerghatta Road,2,1154.0,2.0,47.0,0.04072790294627383
Munnekollal,2,1200.0,2.0,40.0,0.03333333333333333
Hennur,2,1155.0,2.0,54.5,0.047186147186147186
Sarjapur  Road,3,1525.0,2.0,63.0,0.04131147540983607
Padmanabhanagar,2,1100.0,2.0,60.0,0.05454545454545454
Hormavu,2,1250.0,2.0,65.0,0.052
Kothanur,2,1400.0,2.0,70.0,0.05
Ittamadu,3,1600.0,3.0,100.0,0.0625
Electronic City,2,1060.0,2.0,55.0,0.05188679245283019
Horamavu Banaswadi,2,1272.0,2.0,50.0,0.03930817610062893
Kanakpura Road,2,1296.0,2.0,105.0,0.08101851851851852
Karuna Nagar,3,1945.0,3.0,115.0,0.05912596401028278
Chandapura,3,1033.0,2.0,30.47,0.029496611810261374
Stage-4 Bommanahalli,3,2300.0,2.0,69.0,0.03
Gunjur Palya,2,1235.0,2.0,52.76,0.04272064777327935
2nd Phase JP Nagar,2,850.0,2.0,42.5,0.05
Subramanyapura,3,1880.0,3.0,110.0,0.05851063829787234
Kenchenahalli,2,1060.0,2.0,52.0,0.04905660377358491
Hennur Road,3,2041.0,3.0,138.0,0.06761391474767271
"Electronic city phase 1, ",2,1150.0,2.0,39.0,0.03391304347826087
LB Shastri Nagar,2,1184.0,2.0,62.0,0.052364864864864864
Sarjapur  Road,3,1680.0,3.0,126.0,0.075
Thanisandra,3,1411.0,3.0,100.0,0.07087172218284904
Thanisandra,3,1702.0,3.0,120.0,0.07050528789659224
Yelahanka,2,1185.0,2.0,45.0,0.0379746835443038
Kanakpura Road,3,1300.0,3.0,64.0,0.04923076923076923
Lavakusha Nagar,3,1545.0,3.0,65.0,0.042071197411003236
6th Phase JP Nagar,3,1515.0,2.0,135.0,0.0891089108910891
Jigani,3,1300.0,3.0,55.0,0.04230769230769231
JP Nagar,2,1107.0,2.0,57.0,0.051490514905149054
Old Madras Road,3,1720.0,3.0,106.0,0.06162790697674419
Bannerghatta Road,2,1000.0,2.0,44.5,0.0445
Electronic City,1,710.0,1.0,40.42,0.05692957746478874
Bannerghatta Road,2,1250.0,2.0,48.0,0.0384
Kaggadasapura,5,2400.0,4.0,130.0,0.05416666666666667
Hegde Nagar,3,1584.01,3.0,104.0,0.06565615116066187
Kaggadasapura,3,1485.0,2.0,70.0,0.04713804713804714
Hennur Road,3,1100.0,2.0,78.0,0.07090909090909091
8th Phase JP Nagar,2,1245.0,2.0,59.0,0.04738955823293173
Hennur Road,4,1880.0,4.0,154.0,0.08191489361702127
Anathanagar,2,1050.0,2.0,45.0,0.04285714285714286
Bannerghatta Road,3,1640.0,3.0,105.0,0.06402439024390244
Basavanapura,2,1165.0,2.0,65.0,0.055793991416309016
Kengeri Satellite Town,2,1110.0,2.0,43.0,0.03873873873873874
adigondanhalli,2,1200.0,1.0,42.0,0.035
Jalahalli,3,1704.0,3.0,94.36,0.05537558685446009
7th Phase JP Nagar,3,1275.0,2.0,88.0,0.06901960784313725
Sarjapur  Road,3,1222.0,2.0,68.0,0.05564648117839607
Electronic City,2,1000.0,2.0,29.95,0.02995
Yelahanka,3,1517.0,3.0,71.28,0.04698747528015821
Horamavu Agara,2,1166.0,2.0,37.29,0.0319811320754717
Electronic City,2,870.0,2.0,24.0,0.027586206896551724
Whitefield,3,1345.0,3.0,58.0,0.04312267657992565
Dommasandra,3,900.0,3.0,75.0,0.08333333333333333
Chandapura,3,971.0,2.0,38.0,0.03913491246138002
EPIP Zone,2,1810.0,2.0,65.0,0.03591160220994475
"Whitefield, ",2,1300.0,2.0,58.0,0.04461538461538461
Thanisandra,2,1185.0,2.0,45.0,0.0379746835443038
Pattandur Agrahara,2,1350.0,2.0,68.0,0.05037037037037037
Budigere,3,1590.0,3.0,76.16,0.047899371069182385
Brookefield,4,1560.0,3.0,149.0,0.0955128205128205
Somasundara Palya,3,1650.0,3.0,126.0,0.07636363636363637
Off Bannergatta Road,3,1645.0,3.0,87.0,0.05288753799392097
Hennur Road,3,1748.0,3.0,103.0,0.05892448512585812
Kengeri Satellite Town,2,1170.0,2.0,50.0,0.042735042735042736
Hulimavu,3,1320.0,2.0,65.0,0.04924242424242424
Sarjapur  Road,3,1510.0,2.0,110.0,0.0728476821192053
Kanakapura  Rod,3,1305.0,2.0,45.68,0.03500383141762452
Mahadevpura,3,1500.0,2.0,70.0,0.04666666666666667
Thanisandra,4,1948.0,4.0,129.0,0.0662217659137577
Margondanahalli,3,1448.0,3.0,70.0,0.04834254143646409
Sarjapur  Road,2,1242.0,2.0,78.0,0.06280193236714976
Sonnenahalli,2,1268.0,2.0,58.0,0.04574132492113565
Ramamurthy Nagar,2,1101.0,2.0,50.0,0.045413260672116255
Kallumantapa,2,1255.0,2.0,65.0,0.05179282868525897
Hosa Road,2,1089.0,2.0,32.67,0.030000000000000002
Krishna Nagar,4,1650.0,2.0,140.0,0.08484848484848485
Kaggalipura,2,950.0,2.0,45.0,0.04736842105263158
HBR Layout,2,1068.0,2.0,43.0,0.040262172284644196
Yelahanka New Town,2,860.0,1.0,31.0,0.03604651162790698
Yelahanka,3,1756.0,3.0,66.73,0.03800113895216401
Whitefield,2,1205.0,2.0,41.0,0.03402489626556016
Hormavu,3,1604.0,3.0,68.0,0.04239401496259352
Ananth Nagar,2,1010.0,2.0,38.0,0.03762376237623762
Doddakallasandra,2,1010.0,2.0,41.0,0.040594059405940595
Yelahanka,2,1050.0,2.0,33.1,0.03152380952380952
Mysore Road,3,1248.52,3.0,115.0,0.09210905712363439
Attibele,1,410.0,1.0,10.0,0.024390243902439025
Bannerghatta Road,3,1656.0,2.0,62.93,0.0380012077294686
Naganathapura,3,1451.0,3.0,68.0,0.04686423156443832
JP Nagar,2,1250.0,2.0,93.0,0.0744
Sonnenahalli,3,1340.0,2.0,42.0,0.03134328358208955
Abbaiah Reddy Layout,2,1100.0,2.0,38.5,0.035
 Devarachikkanahalli,3,1700.0,3.0,71.0,0.04176470588235294
KR Puram,2,1096.0,2.0,43.0,0.03923357664233577
"Sarjapur Road, ",3,1936.0,3.0,139.0,0.07179752066115702
Nehru Nagar,3,1269.0,2.0,63.0,0.04964539007092199
Panathur,3,1586.0,3.0,125.0,0.07881462799495587
Rajaji Nagar,2,1376.0,2.0,124.0,0.09011627906976744
Kanakpura Road,3,1452.0,3.0,56.5,0.038911845730027546
Hosa Road,3,1538.0,3.0,107.0,0.06957087126137841
Hosur Road,3,1427.0,2.0,130.0,0.09110021023125438
Upadhyaya Layout,2,935.0,2.0,40.0,0.0427807486631016
Ashwath Nagar,2,1220.0,2.0,65.0,0.05327868852459016
Harlur,2,1197.0,2.0,77.0,0.06432748538011696
Varthur,2,674.0,1.0,19.9,0.02952522255192878
Kengeri,1,410.0,1.0,15.0,0.036585365853658534
Thanisandra,3,1573.0,3.0,90.0,0.05721551176096631
Dodda Nekkundi,2,1135.0,2.0,58.0,0.05110132158590308
Huskur,3,1400.0,2.0,40.43,0.028878571428571427
Agrahara Dasarahalli,1,1200.0,1.0,65.0,0.05416666666666667
Ittamadu,3,1800.0,3.0,95.0,0.05277777777777778
Avalahalli,3,2045.0,3.0,108.0,0.05281173594132029
Sonnenahalli,2,1268.0,2.0,56.0,0.04416403785488959
Yelahanka,3,1600.0,3.0,100.0,0.0625
Thanisandra,2,1056.0,2.0,70.0,0.06628787878787878
KR Puram,2,1204.0,2.0,58.0,0.04817275747508306
Tejaswini Nagar,3,1410.0,2.0,54.0,0.03829787234042553
Hennur Road,2,1460.0,2.0,80.3,0.055
Dodda Nekkundi,2,1100.0,2.0,41.18,0.037436363636363636
Govindapura,2,1310.0,2.0,88.0,0.06717557251908397
Sector 2 HSR Layout,3,1600.0,3.0,90.0,0.05625
Lottegolla Halli,2,1250.0,2.0,55.0,0.044
Sarjapur  Road,3,1665.0,3.0,74.93,0.04500300300300301
Singasandra,2,1416.0,2.0,67.0,0.04731638418079096
Jigani,3,1231.0,3.0,58.0,0.047116165718927704
Yelahanka,3,1664.0,3.0,73.95,0.04444110576923077
TC Palaya,3,2000.0,3.0,76.0,0.038
Rajiv Nagar,2,972.0,2.0,43.0,0.044238683127572016
Bellandur,2,1185.0,2.0,47.39,0.0399915611814346
Green Glen Layout,3,1750.0,3.0,81.0,0.046285714285714284
Balagere,2,1007.0,2.0,68.0,0.06752730883813307
Whitefield,2,1250.0,2.0,85.0,0.068
Telecom Layout,2,1200.0,2.0,54.0,0.045
Horamavu Agara,2,994.0,2.0,42.28,0.042535211267605635
Ramamurthy Nagar,2,1150.0,2.0,40.0,0.034782608695652174
Thanisandra,2,1220.0,2.0,46.0,0.03770491803278689
Hennur Gardens,2,1441.0,2.0,115.0,0.0798056904927134
Thigalarapalya,2,1400.0,2.0,105.0,0.075
Tindlu,3,1370.07,3.0,65.0,0.04744283138817725
Judicial Layout,2,900.0,2.0,40.0,0.044444444444444446
Kodipalya,1,418.0,1.0,17.0,0.04066985645933014
Vishwapriya Nagar,3,1200.0,3.0,80.0,0.06666666666666667
ISRO Layout,2,1200.0,2.0,43.0,0.035833333333333335
Talaghattapura,2,1062.0,2.0,42.48,0.039999999999999994
Kanakpura Road,2,1120.0,2.0,51.0,0.045535714285714284
Bannerghatta Road,2,1012.0,2.0,44.0,0.043478260869565216
Kadabagere,2,675.0,2.0,13.5,0.02
Kanakpura Road,2,1430.0,2.0,78.0,0.05454545454545454
Channasandra,3,1195.0,2.0,56.0,0.04686192468619247
Hennur Road,3,1570.0,3.0,75.99,0.048401273885350315
Sonnenahalli,2,1011.0,2.0,59.0,0.058358061325420374
7th Phase JP Nagar,3,1450.0,2.0,102.0,0.0703448275862069
Sarjapur  Road,2,1129.0,2.0,69.0,0.06111603188662533
Sarjapura - Attibele Road,2,1126.0,2.0,36.0,0.03197158081705151
Attibele,3,1200.0,3.0,110.0,0.09166666666666666
Sarjapur  Road,3,1180.0,2.0,45.0,0.038135593220338986
Bannerghatta,4,940.0,4.0,45.0,0.047872340425531915
Hennur Road,3,1933.0,3.0,140.0,0.07242628039317124
TC Palaya,2,1082.0,2.0,64.0,0.059149722735674676
Anwar Layout,1,610.0,1.0,28.0,0.04590163934426229
CV Raman Nagar,2,1125.0,2.0,46.0,0.04088888888888889
Kengeri Satellite Town,2,777.4,2.0,25.0,0.03215847697453049
Battarahalli,4,2500.0,3.0,65.0,0.026
Old Airport Road,3,1798.0,3.0,150.0,0.08342602892102335
Dodda Nekkundi Extension,3,1864.0,3.0,120.0,0.06437768240343347
Whitefield,2,1115.0,2.0,51.91,0.04655605381165919
Kengeri,1,400.0,1.0,25.0,0.0625
Rajaji Nagar,2,1200.0,2.0,70.0,0.058333333333333334
Ananth Nagar,2,992.0,2.0,24.8,0.025
Jakkasandra Extension,2,950.0,2.0,57.0,0.06
Bellandur,2,1200.0,2.0,62.0,0.051666666666666666
GM Palaya,3,1735.0,3.0,70.0,0.040345821325648415
Jalahalli,3,1470.0,2.0,102.0,0.06938775510204082
Bannerghatta Road,3,1527.0,3.0,115.0,0.07531106745252128
Singapura Village,2,985.0,2.0,45.0,0.04568527918781726
Whitefield,2,1277.0,2.0,77.0,0.060297572435395456
Nallurhalli,2,1100.0,2.0,62.0,0.056363636363636366
Whitefield,3,1820.0,3.0,140.0,0.07692307692307693
Puttanahalli,4,1530.0,3.0,87.0,0.056862745098039215
Jakkur,3,1880.0,4.0,110.0,0.05851063829787234
Hennur,2,1255.0,2.0,52.35,0.041713147410358566
Somasundara Palya,2,1140.0,2.0,46.0,0.04035087719298246
Electronic City Phase II,2,1025.0,2.0,29.6,0.028878048780487806
Kaikondrahalli,2,1250.0,2.0,78.0,0.0624
Kamakya Layout,4,2400.0,3.0,108.0,0.045
Jalahalli,2,1244.0,2.0,88.0,0.0707395498392283
Kengeri Satellite Town,2,1025.0,2.0,28.57,0.02787317073170732
Sarjapur  Road,2,1034.0,2.0,38.0,0.0367504835589942
Kengeri Satellite Town,3,1191.0,2.0,33.34,0.027993282955499584
Kasavanhalli,3,1719.0,3.0,71.0,0.04130308318789994
Hosa Road,3,1470.0,2.0,84.22,0.05729251700680272
Yelahanka,2,1140.0,2.0,50.66,0.04443859649122807
Harlur,3,1752.12,3.0,125.0,0.07134214551514736
Bannerghatta Road,3,1660.0,3.0,85.0,0.05120481927710843
Electronic City,3,1275.0,3.0,63.43,0.049749019607843135
Bommasandra Industrial Area,3,1365.0,3.0,52.81,0.03868864468864469
"MEI layout, Bagalgunte",3,1200.0,2.0,90.0,0.075
Kanakpura Road,3,2546.0,3.0,170.0,0.06677140612725845
Banashankari Stage VI,3,1392.0,3.0,69.46,0.04989942528735632
Whitefield,2,1245.0,2.0,59.76,0.048
Rayasandra,5,1200.0,3.0,65.0,0.05416666666666667
Yeshwanthpur,2,1162.0,2.0,64.08,0.05514629948364888
Singasandra,3,1476.0,2.0,73.0,0.0494579945799458
KR Puram,1,700.0,1.0,21.5,0.030714285714285715
Jigani,2,943.0,2.0,48.0,0.05090137857900318
Sarjapur  Road,2,1113.0,2.0,44.5,0.03998203054806829
Varthur,3,1615.0,3.0,69.43,0.04299071207430341
Keshava Nagar,2,1279.0,2.0,100.0,0.07818608287724785
Sompura,3,1350.0,3.0,65.0,0.04814814814814815
SRINIVASAPURA,3,1525.0,3.0,68.63,0.045003278688524585
Rajaji Nagar,2,1357.0,2.0,123.0,0.09064112011790715
Ardendale,3,1777.26,3.0,92.0,0.051765076578553504
Bisuvanahalli,2,845.0,2.0,32.0,0.0378698224852071
Sidedahalli,2,900.0,2.0,25.0,0.027777777777777776
Varthur,2,1210.0,2.0,64.15,0.05301652892561984
Electronic City Phase II,2,829.0,2.0,22.8,0.027503015681544028
Sarjapur  Road,3,1879.0,3.0,155.0,0.08249068653539117
Hosur Road,3,1250.0,2.0,50.0,0.04
Jeevanhalli,4,1200.0,2.0,35.0,0.029166666666666667
Marathahalli,3,1108.0,2.0,60.0,0.05415162454873646
Kanakpura Road,3,1401.0,3.0,69.0,0.04925053533190578
Ramamurthy Nagar Extension,2,1185.0,2.0,42.66,0.036
Green Glen Layout,3,1751.0,3.0,115.0,0.06567675613934894
Bannerghatta Road,3,1880.0,3.0,96.5,0.05132978723404255
Whitefield,3,1322.5,3.0,40.985,0.03099054820415879
Channasandra,2,1175.0,2.0,38.0,0.03234042553191489
Jalahalli,2,1407.0,2.0,98.49,0.06999999999999999
Yelachenahalli,2,1000.0,2.0,50.0,0.05
Electronic City,3,1518.0,3.0,75.0,0.04940711462450593
Tumkur Road,2,1027.0,2.0,67.0,0.06523855890944498
Rajaji Nagar,2,1260.0,2.0,113.0,0.08968253968253968
Begur Road,3,1500.0,2.0,47.25,0.0315
Varthur,3,1737.0,2.0,57.32,0.03299942429476108
Byrathi Village,3,1600.0,4.0,120.0,0.075
Hegde Nagar,3,1500.0,3.0,135.0,0.09
Sabari Nagar,2,1120.0,2.0,60.0,0.05357142857142857
Hennur Road,2,1030.0,2.0,46.5,0.04514563106796116
Kammasandra,2,1057.0,2.0,35.0,0.033112582781456956
Thanisandra,2,1460.0,2.0,38.5,0.02636986301369863
Hormavu,2,1075.0,2.0,53.7,0.04995348837209303
Mysore Road,3,1080.0,2.0,60.0,0.05555555555555555
Singasandra,2,1139.7,2.0,45.0,0.03948407475651487
Whitefield,2,1074.0,2.0,42.8,0.03985102420856611
Sarjapur  Road,2,1323.0,2.0,74.0,0.055933484504913075
Kalena Agrahara,2,900.0,2.0,40.0,0.044444444444444446
Sarjapura - Attibele Road,1,740.0,1.0,23.65,0.03195945945945946
Bannerghatta Road,3,1550.0,3.0,96.0,0.06193548387096774
Gunjur,3,1588.0,2.0,90.0,0.05667506297229219
"Thanisandra Main Road, ",2,1308.0,2.0,86.0,0.06574923547400612
Hennur,3,1340.0,2.0,54.27,0.0405
Thanisandra,3,1719.0,3.0,135.0,0.07853403141361257
Electronic City,1,1090.0,2.0,31.48,0.028880733944954128
Jakkur,3,1660.0,3.0,104.0,0.06265060240963856
Nagavara,2,1247.0,2.0,58.56,0.0469607056936648
Thanisandra,3,1595.0,3.0,96.0,0.06018808777429467
Kaggadasapura,2,1175.0,2.0,50.0,0.0425531914893617
Old Airport Road,2,1184.0,2.0,78.0,0.06587837837837837
Byrasandra,2,1100.0,2.0,55.0,0.05
Kaval Byrasandra,2,935.0,2.0,78.0,0.08342245989304813
Yelahanka,2,1200.0,2.0,60.0,0.05
Neelamangala,2,1000.0,2.0,45.0,0.045
Uttarahalli,2,1000.0,2.0,52.0,0.052
Yelahanka,3,1705.0,3.0,85.0,0.04985337243401759
Tumkur Road,3,1060.0,2.0,58.3,0.055
Kammagondahalli,3,1347.0,2.0,55.0,0.04083147735708983
Varthur,2,1402.0,2.0,95.0,0.06776034236804565
Whitefield,3,2280.0,4.0,125.0,0.05482456140350877
Whitefield ECC Road,2,1225.0,2.0,71.05,0.057999999999999996
5th Phase JP Nagar,2,1080.0,2.0,53.0,0.049074074074074076
Begur Road,2,1100.0,2.0,42.6,0.03872727272727273
